date,equity,daily_return,cumulative,drawdown,daily_return_pct,drawdown_pct
2021-01-26,995144.5944046396,,,0.0,,0.0
2021-01-27,974844.8317434116,-0.020398807143571562,0.9796011928564284,-0.020398807143571562,-2.0398807143571562,-2.0398807143571562
2021-01-28,983077.6358148912,0.008445245646690358,0.9878741655658919,-0.012125834434108196,0.8445245646690358,-1.2125834434108196
2021-01-29,983935.6802846284,0.0008728145555116917,0.9887363965166118,-0.011263603483388285,0.08728145555116917,-1.1263603483388285
2021-01-30,978910.8707420988,-0.005106847574707363,0.983687070448036,-0.01631292955196406,-0.5106847574707363,-1.6312929551964062
2021-01-31,974500.0248700728,-0.0045058707629654915,0.9792547036373971,-0.02074529636260314,-0.45058707629654915,-2.074529636260314
2021-02-01,939476.1242787276,-0.03594037937147809,0.9440599180873647,-0.05594008191263555,-3.5940379371478093,-5.594008191263555
2021-02-02,937767.4712176676,-0.001818729626973492,0.942342928344701,-0.05765707165529921,-0.1818729626973492,-5.765707165529921
2021-02-03,935725.7025633832,-0.002177265385024718,0.9402911977059932,-0.05970880229400699,-0.2177265385024718,-5.970880229400699
2021-02-04,930087.7948630922,-0.006025171356142223,0.9346257821151425,-0.06537421788485775,-0.6025171356142223,-6.5374217884857755
2021-02-05,926571.3043823404,-0.0037808156393123182,0.9310921343412171,-0.06890786565878315,-0.3780815639312318,-6.890786565878315
2021-02-06,915069.8297275256,-0.012412940699131347,0.9195345428922119,-0.08046545710778841,-1.2412940699131347,-8.04654571077884
2021-02-07,882901.7468778511,-0.03515369188737538,0.8872095088915806,-0.11279049110841977,-3.5153691887375382,-11.279049110841976
2021-02-08,855808.714885383,-0.03068634996847086,0.8599842874063783,-0.140015712593622,-3.068634996847086,-14.0015712593622
2021-02-09,842680.5518909927,-0.015340066963618781,0.8467920708499045,-0.15320792915009585,-1.5340066963618781,-15.320792915009584
2021-02-10,842695.4406963427,1.7668386100400113e-05,0.846807032299159,-0.15319296770084134,0.0017668386100400113,-15.319296770084135
2021-02-11,822090.999766268,-0.024450637721557755,0.8261020603323448,-0.17389793966765554,-2.4450637721557755,-17.389793966765556
2021-02-12,806831.5475084047,-0.018561755647734546,0.8107681557483657,-0.18923184425163464,-1.8561755647734546,-18.923184425163463
2021-02-13,810992.4416501307,0.0051570791382355985,0.8149493512903213,-0.1850506487096789,0.5157079138235598,-18.505064870967892
2021-02-14,815768.5455281449,0.0058892088664801445,0.8197487582356725,-0.18025124176432783,0.5889208866480145,-18.025124176432783
2021-02-15,816914.3082993275,0.0014045194282905626,0.8209001112929316,-0.17909988870706883,0.14045194282905626,-17.909988870706883
2021-02-16,821377.22647757,0.005463141155568119,0.8253848044755465,-0.17461519552445393,0.5463141155568119,-17.46151955244539
2021-02-17,821686.0383156319,0.00037596834695086123,0.8256951230360835,-0.17430487696391683,0.03759683469508612,-17.430487696391683
2021-02-18,826905.1272641004,0.006351682644099688,0.8309396764183895,-0.16906032358161083,0.6351682644099688,-16.906032358161085
2021-02-19,916537.9207135712,0.10839549846066387,0.9210097968345036,-0.07899020316549676,10.839549846066387,-7.899020316549676
2021-02-20,849994.4878034998,-0.07260303300736759,0.8541416921548192,-0.14585830784518106,-7.260303300736759,-14.585830784518105
2021-02-21,871520.9222200236,0.0253253811941192,0.87577315610243,-0.12422684389757022,2.53253811941192,-12.422684389757022
2021-02-22,885543.7382140668,0.016090050894387087,0.8898643907560561,-0.11013560924394417,1.6090050894387087,-11.013560924394417
2021-02-23,929201.4517435502,0.04930045987059972,0.9337351144428007,-0.06626488555719967,4.930045987059972,-6.626488555719967
2021-02-24,958776.2611868674,0.0318281997814609,0.9634542222082514,-0.03654577779174906,3.1828199781460897,-3.6545777791749057
2021-02-25,910748.1189046536,-0.050093170040275914,0.9151917460291517,-0.08480825397084879,-5.009317004027592,-8.480825397084878
2021-02-26,921417.795075928,0.01171528762980767,0.9259134805703091,-0.07408651942969124,1.171528762980767,-7.408651942969124
2021-02-27,906423.8741545604,-0.016272662630888335,0.9108464028755968,-0.08915359712440352,-1.6272662630888335,-8.915359712440353
