datetime,return,equity
2021-01-01,0.00947050835888219,1009470.5083588822
2021-01-02,-0.027441836802909125,981768.783411148
2021-01-03,0.0832714020056815,1063522.0464512066
2021-01-04,0.01398323752414532,1078393.5278388988
2021-01-05,0.04749120219811598,1129607.7329186355
2021-01-06,0.05971187186846416,1197058.7251282993
2021-01-07,-0.014283515334462482,1179960.5184716773
2021-01-08,0.03610203928154476,1222559.4994602136
2021-01-09,0.06589703231156596,1303122.5422989551
2021-01-10,-0.0035364169374377807,1298514.1576688122
2021-01-11,-0.10334347762950324,1164321.188864172
2021-01-12,-0.005749024950202464,1157627.4772993424
2021-01-13,0.09758885242081683,1270599.0143397904
2021-01-14,0.0490286195716243,1332894.730041937
2021-01-15,0.005393108424456061,1340083.175839439
2021-01-16,0.06787173080029785,1431036.9404000218
2021-01-17,0.06407489548261958,1522730.4827879209
2021-01-18,0.017663149804395317,1549626.699417123
2021-01-19,-0.026206002204713252,1509017.1787157154
2021-01-20,0.04086473992717643,1570682.7732695744
2021-01-21,-0.11050771795303493,1397110.2043674097
2021-01-22,0.05999675106903224,1480932.2775148458
2021-01-23,0.053765120491094054,1560554.779854582
2021-01-24,0.036552104608346125,1617596.3414148814
2021-01-25,-0.016142624704526765,1591484.0907520053
2021-01-26,0.044283175962747556,1661960.0607846898
2021-01-27,-0.06085041554801962,1560829.1004617293
2021-01-28,0.20380570562293454,1878934.9766381423
2021-01-29,0.0482475162724858,1969588.9224984339
2021-01-30,0.018693666178108304,2006407.7603237194
2021-01-31,0.011837751423039222,2030159.1166436884
2021-02-01,0.06461708718953973,2161342.0852924925
2021-02-02,0.009440677354460858,2181746.618572356
2021-02-03,0.07343634766834306,2341966.1217780677
2021-02-04,0.019655062572647708,2387997.612444637
2021-02-05,0.09720350854679105,2620119.3587756157
2021-02-06,-0.0025492803177246115,2613439.9400641997
2021-02-07,0.02108302150084862,2668539.1505117496
2021-02-08,0.09350396180414622,2918058.1333140694
2021-02-09,0.03997022140683337,3034693.562980644
2021-02-10,0.02169032358967571,3100517.0483572
2021-02-11,0.07666965987423935,3338232.635889027
2021-02-12,0.06490944596362147,3554915.4667822635
2021-02-13,-0.0202264099798537,3483012.2891074023
2021-02-14,-0.04515485094773175,3325737.3883436397
2021-02-15,-0.01413176987179332,3278738.8329175483
2021-02-16,0.0008530348425179746,3281535.711381544
2021-02-17,0.03683360068868491,3402406.487420231
2021-02-18,0.036805829764510856,3527634.881385888
2021-02-19,0.023527993022107507,3610633.050259678
2021-02-20,-0.017003356379303725,3549240.1697512204
2021-02-21,0.03220092412292286,3663528.983151409
2021-02-22,-0.07202577930001697,3399660.4531517304
2021-02-23,-0.1294991842942974,2959407.197591
2021-02-24,0.05182601511364737,3112781.4797407878
2021-02-25,-0.05122368649039777,2953333.337109429
2021-02-26,-0.015414759894785135,2907808.4128286224
2021-02-27,0.020093271673848,2966235.797243089
2021-02-28,-0.03273065867964442,2869148.945800183
2021-03-01,0.10569515199459989,3172404.079721679
2021-03-02,-0.009512322421876829,3142227.149262889
2021-03-03,0.07429714533826304,3375685.6564575094
2021-03-04,-0.03715610347267784,3250258.3309149398
2021-03-05,-0.0012772021306118875,3246107.0940496563
2021-03-06,0.01351611356946636,3289981.8461914817
2021-03-07,0.040299741915164944,3422567.265498576
2021-03-08,0.04982050083288403,3593081.2807999495
2021-03-09,0.06264603100098642,3818173.5621060072
2021-03-10,-0.03701703151610347,3676836.1110235765
2021-03-11,0.008557026596333284,3708298.8954159636
2021-03-12,-0.037983826700445644,3567443.51281903
2021-03-13,0.07166290652308449,3823096.8838045644
2021-03-14,-0.02434115802824577,3730038.278398583
2021-03-15,0.0012449705890920093,3734682.0663513765
2021-03-16,0.06471417802137513,3976368.9464464765
2021-03-17,0.026699440039370304,4082535.7707065386
2021-03-18,-0.011863060901241895,4034104.4002271486
2021-03-19,0.015568372659100271,4096908.840875601
2021-03-20,-0.021255205083365092,4009828.203254939
2021-03-21,-0.009992532487673622,3969759.8646639236
2021-03-22,-0.056129731824974716,3746938.30805079
2021-03-23,0.007399616407570697,3774664.2142331977
2021-03-24,-0.059973246204553465,3548285.347973473
2021-03-25,-0.01258838885659963,3503618.152239008
2021-03-26,0.10344709588968914,3866057.2751945322
2021-03-27,0.01521773386271108,3924889.90590644
2021-03-28,0.03054826229731744,4044788.472240164
2021-03-29,0.05274177160858873,4258117.782048107
2021-03-30,0.01831242177556147,4336094.230842991
2021-03-31,0.030203400092626564,4467059.019736472
2021-04-01,0.01969076862586583,4555018.845332189
2021-04-02,0.03200816036462406,4700816.618997467
2021-04-03,-0.05116351268032204,4460306.3283035215
2021-04-04,0.06554841800282207,4752672.351931794
2021-04-05,0.05720049889362677,5024527.581540238
2021-04-06,0.00045047106700124573,5026790.985841072
2021-04-07,-0.04413965482877502,4804910.166829649
2021-04-08,0.03916829094699659,4993110.286218215
2021-04-09,0.0139433807909084,5062731.124269958
2021-04-10,0.006692132191462141,5096611.590203402
2021-04-11,0.025888579269186973,5228555.623360639
2021-04-12,0.003334681428270203,5245991.190694539
2021-04-13,0.028838548518833163,5397277.962176754
2021-04-14,0.029518380110936437,5556596.864628668
2021-04-15,0.07306464664582957,5962587.651096086
2021-04-16,0.017273698479892463,6065583.5923410505
2021-04-17,-0.017059493767580203,5962107.806850771
2021-04-18,-0.07471013563080131,5516677.923955492
2021-04-19,-0.028552615489698563,5359162.340412281
2021-04-20,0.04573454390255338,5604261.185750779
2021-04-21,-0.0241159292231502,5469109.219647164
2021-04-22,-0.05781436958194086,5152916.117938483
2021-04-23,-0.015535636794604901,5072862.284697125
2021-04-24,-0.06528548844533111,4741677.9926247755
2021-04-25,0.005344540562013389,4767020.082988366
2021-04-26,0.13045633065901074,5388908.03119284
2021-04-27,0.054993922595118816,5685265.222332474
2021-04-28,0.01792044517287894,5787147.706042558
2021-04-29,-0.010734458865687357,5725025.807042387
2021-04-30,0.07425491646019333,6150137.120076771
2021-05-01,0.028965008934291214,6328275.89670691
2021-05-02,-0.016980052655786393,6220821.438760483
2021-05-03,0.04726130049014632,6514825.5500732865
2021-05-04,-0.07304826632023398,6038928.838261669
2021-05-05,0.10603072550864656,6679240.844277642
2021-05-06,0.005385257824938705,6715210.278298938
2021-05-07,0.0005169647772100827,6718681.805484377
2021-05-08,0.007125754956910368,6766557.485663711
2021-05-09,-0.009331749312080695,6703413.667501714
2021-05-10,-0.07867995280747797,6175989.396493676
2021-05-11,0.06964223712045148,6606099.114497683
2021-05-12,-0.10872704098789798,5887837.505305577
2021-05-13,0.03905038397964522,6117759.820697516
2021-05-14,0.04548784176052756,6396043.511350318
2021-05-15,-0.06950243522000443,5951502.9115383625
2021-05-16,-0.0029367109379793144,5934025.067840632
2021-05-17,-0.06755123418267828,5533174.350837046
2021-05-18,0.030129331709012552,5699885.196257216
2021-05-19,-0.314387244285536,3907913.996661988
2021-05-20,0.16386446654518005,4548282.239029448
2021-05-21,-0.13823696039681432,3919541.5272791996
2021-05-22,-0.07242960913074525,3635650.666486643
2021-05-23,-0.12285586156706985,3188989.6714985343
2021-05-24,0.20434252101486794,3840635.8604629203
2021-05-25,-0.007122643026765241,3813280.3822330493
2021-05-26,0.11178194488497728,4239536.279750789
2021-05-27,-0.035100057459265144,4090728.3127308968
2021-05-28,-0.10199449084519174,3673496.5612878986
2021-05-29,-0.03312787165117459,3551801.438694522
2021-05-30,0.05590592101817671,3750368.169398424
2021-05-31,0.10613643038944098,4148418.859544555
2021-06-01,-0.016644670572274478,4079369.7942316253
2021-06-02,0.02959444164093461,4200096.465538804
2021-06-03,0.05221168267704801,4419390.569410508
2021-06-04,-0.06605974451288976,4127446.7574925744
2021-06-05,-0.021740041482380845,4037715.8937683674
2021-06-06,0.015883569302870937,4101849.2339923405
2021-06-07,-0.08004344252615281,3773523.1005803305
2021-06-08,-0.01781616467109426,3706293.3916302132
2021-06-09,0.05206811817928503,3899273.113952718
2021-06-10,-0.049067838382998774,3707944.2109861136
2021-06-11,-0.04412279825648591,3544339.3366184686
2021-06-12,-0.009715557470353908,3509904.104099116
2021-06-13,0.06302252591669988,3731107.1264648335
2021-06-14,0.04105549113043527,3884289.562002114
2021-06-15,-0.00835463734877695,3851837.731353947
2021-06-16,-0.0365941925061094,3710882.839910485
2021-06-17,0.010004956760261585,3748010.0622661863
2021-06-18,-0.06208146106598822,3515328.121510676
2021-06-19,-0.023802692611111564,3431653.8468071613
2021-06-20,0.018520899052238082,3495211.161286101
2021-06-21,-0.1985985988029716,2801067.1221341747
2021-06-22,-0.022573221763718787,2737838.0128111783
2021-06-23,0.0652204488867183,2916401.0369858444
2021-06-24,0.0436489474529036,3043698.872600833
2021-06-25,-0.09612771049491009,2751115.068541776
2021-06-26,0.014515628514787826,2791049.232878163
2021-06-27,0.05098228280851225,2933343.2942012385
2021-06-28,0.03244373123028543,3028511.895644464
2021-06-29,0.0702756156853408,3241342.433721257
2021-06-30,0.0233587955491803,3317056.288935434
2021-07-01,-0.05285040539522501,3141748.519346416
2021-07-02,0.01723841437603446,3195907.2821882023
2021-07-03,0.04384005788411183,3336016.0424315874
2021-07-04,0.04042232988416483,3470865.583397623
2021-07-05,-0.015050128050519307,3418628.611921348
2021-07-06,0.038467510741733824,3550134.744772431
2021-07-07,0.011990043254433536,3592701.01392132
2021-07-08,-0.06205222863215243,3369765.9091985086
2021-07-09,0.04151863123055133,3509673.977315805
2021-07-10,-0.00472275568483127,3493098.6445875326
2021-07-11,0.022775727830612658,3572656.50860214
2021-07-12,-0.03475094173349136,3448503.330437929
2021-07-13,-0.03495601029703188,3327957.4125097916
2021-07-14,-0.0075844831792972744,3302716.575493193
2021-07-15,-0.036640608242940576,3181703.031313081
2021-07-16,-0.037738615586855984,3061629.963702822
2021-07-17,0.010911917001860783,3095038.215757157
2021-07-18,-0.007980289697359977,3070338.914171015
2021-07-19,-0.052105972239112286,2910355.919944554
2021-07-20,-0.042986587532090614,2785249.6504423195
2021-07-21,0.053140497749025295,2933259.203222123
2021-07-22,0.03560076068269513,3037685.4621363473
2021-07-23,0.04876491359783186,3185817.931234816
2021-07-24,0.01395109216110968,3230263.5708019887
2021-07-25,0.00942247975933519,3260700.663915188
2021-07-26,0.006045645461893567,3280413.7040865803
2021-07-27,0.013351473969465566,3324212.0622657705
2021-07-28,-0.006968711733428501,3301046.5866630543
2021-07-29,0.02421885508480348,3380994.155573632
2021-07-30,0.020543576624943105,3450451.8680771436
2021-07-31,0.012770248993522415,3494514.9975726535
2021-08-01,-0.01708784832106658,3434801.2553384397
2021-08-02,0.0123456757870124,3477206.1980296713
2021-08-03,-0.017075054183498417,3417832.713791118
2021-08-04,0.0508523223438484,3591637.444670174
2021-08-05,0.02539936790228081,3682862.7654989595
2021-08-06,0.028649114004905885,3788373.520732162
2021-08-07,0.04762462462013839,3968793.3875779035
2021-08-08,-0.04912014073143767,3773845.6978460774
2021-08-09,0.04214625239845904,3932899.151140337
2021-08-10,0.04129426192665053,4095305.3188186274
2021-08-11,0.030041061223706755,4218332.63663103
2021-08-12,-0.012582151543592213,4165256.936135657
2021-08-13,0.06307208147863541,4427968.360991056
2021-08-14,-0.003049453494590959,4414465.477398694
2021-08-15,0.019774435520226508,4501759.0403377805
2021-08-16,-0.017751050664900125,4421848.087531572
2021-08-17,-0.031323105452147115,4283342.073592445
2021-08-18,0.010350543924075195,4327676.993867003
2021-08-19,0.06310038351034786,4600755.07188892
2021-08-20,0.05439102893406922,4850994.874122595
2021-08-21,0.001833067060935445,4859887.073039116
2021-08-22,0.0336400475299774,5023373.905166475
2021-08-23,0.02677244188965333,5157861.891132546
2021-08-24,-0.05531377398522408,4872561.084239439
2021-08-25,0.030965649946479656,5023443.105116838
2021-08-26,-0.0630190913340789,4706870.28526393
2021-08-27,0.060446832341860324,4991385.684252163
2021-08-28,-0.006843249521534922,4957228.386556609
2021-08-29,-0.004644099311273409,4934206.525620776
2021-08-30,-0.020220422554789064,4834434.784700126
2021-08-31,0.03138752938413747,4986175.748560598
2021-09-01,0.06012523544532833,5285970.7394145895
2021-09-02,-0.004459545130077958,5262397.7143458985
2021-09-03,0.023899898200537173,5388168.484009505
2021-09-04,0.011049540692839255,5447705.270933443
2021-09-05,0.04841285218133273,5711444.220942611
2021-09-06,-0.0035590913576217797,5691116.669176315
2021-09-07,-0.1540544721132604,4814374.694971381
2021-09-08,0.016264264361421255,4892676.957745331
2021-09-09,0.04875910417960738,5131239.503245201
2021-09-10,-0.02560576758761246,4999850.177088728
2021-09-11,0.02284550482850567,5114074.278451214
2021-09-12,0.05293265379765488,5384775.801727964
2021-09-13,-0.0316657480281084,5214262.84800259
