datetime,return,equity
2021-01-01,0.0,1000000.0
2021-01-02,0.0,1000000.0
2021-01-03,0.10249027858068938,1102490.2785806893
2021-01-04,0.01449103033190191,1118466.498648229
2021-01-05,0.02244973318740584,1143575.773121934
2021-01-06,0.0315883752208308,1179699.4737367611
2021-01-07,-0.005826004322507239,1172826.5395035113
2021-01-08,0.0,1172826.5395035113
2021-01-09,0.0,1172826.5395035113
2021-01-10,-0.06671578673794665,1094580.494213391
2021-01-11,-0.03091423775565738,1060742.3725725736
2021-01-12,0.0,1060742.3725725736
2021-01-13,0.0,1060742.3725725736
2021-01-14,0.04932035428964121,1113058.5621978876
2021-01-15,0.01288181634467267,1127396.778176986
2021-01-16,0.0,1127396.778176986
2021-01-17,0.0,1127396.778176986
2021-01-18,0.0,1127396.778176986
2021-01-19,0.0,1127396.778176986
2021-01-20,0.0,1127396.778176986
2021-01-21,0.0,1127396.778176986
2021-01-22,0.0,1127396.778176986
2021-01-23,0.03274090066537627,1164308.764101744
2021-01-24,0.0027753319891283823,1167540.107459978
2021-01-25,0.027192288987750057,1199288.1954668185
2021-01-26,0.0327813342619121,1238602.4626787815
2021-01-27,0.0,1238602.4626787815
2021-01-28,0.0,1238602.4626787815
2021-01-29,-0.00826639190231293,1228363.6893111088
2021-01-30,-0.022772713580171966,1200390.5148421435
2021-01-31,0.0,1200390.5148421435
2021-02-01,0.0,1200390.5148421435
2021-02-02,-0.002058109464992519,1197919.9797618596
2021-02-03,-0.003377300048697296,1193874.2445558743
2021-02-04,-0.01810031500356668,1172264.744654768
2021-02-05,0.015335515909927322,1190242.029297068
2021-02-06,-0.05751423747958018,1121786.166565899
2021-02-07,-0.006650787480588227,1114325.4051734055
2021-02-08,0.0,1114325.4051734055
2021-02-09,0.13813851395859178,1268256.6607103653
2021-02-10,-0.005973226513227292,1260681.076399033
2021-02-11,0.0,1260681.076399033
2021-02-12,0.0,1260681.076399033
2021-02-13,-0.01217084817656,1245337.5184191181
2021-02-14,-0.0076958080651092775,1235753.639901085
2021-02-15,0.0,1235753.639901085
2021-02-16,0.0,1235753.639901085
2021-02-17,0.0,1235753.639901085
2021-02-18,0.10344643696184042,1363587.9509114774
2021-02-19,-0.0397409446805832,1309397.6775871948
