date,equity,daily_return,cumulative,drawdown,daily_return_pct,drawdown_pct
2021-01-26,995144.5944046396,,,0.0,,0.0
2021-01-27,974844.8317434116,-0.020398807143571562,0.9796011928564284,-0.020398807143571562,-2.0398807143571562,-2.0398807143571562
2021-01-28,983077.6358148912,0.008445245646690358,0.9878741655658919,-0.012125834434108196,0.8445245646690358,-1.2125834434108196
2021-01-29,983935.6802846284,0.0008728145555116917,0.9887363965166118,-0.011263603483388285,0.08728145555116917,-1.1263603483388285
2021-01-30,978910.8707420988,-0.005106847574707363,0.983687070448036,-0.01631292955196406,-0.5106847574707363,-1.6312929551964062
2021-01-31,974500.0248700728,-0.0045058707629654915,0.9792547036373971,-0.02074529636260314,-0.45058707629654915,-2.074529636260314
2021-02-01,964281.3508257422,-0.010486068531083914,0.968986171705669,-0.03101382829433119,-1.0486068531083914,-3.101382829433119
2021-02-02,931742.3787469316,-0.03374427188801965,0.9362884388719016,-0.0637115611280985,-3.374427188801965,-6.37115611280985
2021-02-03,927401.026115917,-0.004659391619444286,0.9319259043664393,-0.06807409563356082,-0.46593916194442864,-6.807409563356082
2021-02-04,947925.3794974656,0.022131044503484576,0.952550398029923,-0.04744960197007708,2.2131044503484576,-4.744960197007709
2021-02-05,927463.7272056732,-0.021585720494834648,0.9319889113808056,-0.06801108861919447,-2.158572049483465,-6.801108861919447
2021-02-06,933660.7696435231,0.00668170868150364,0.9382161897810439,-0.06178381021895618,0.668170868150364,-6.178381021895618
2021-02-07,899633.2436643522,-0.036445277648500585,0.9040226402501554,-0.09597735974984467,-3.6445277648500585,-9.597735974984467
2021-02-08,926380.3430402912,0.029731114945234394,0.9309002412805271,-0.06909975871947294,2.9731114945234394,-6.909975871947294
2021-02-09,850935.701836405,-0.08144024403225592,0.855087498460955,-0.1449125015390449,-8.144024403225592,-14.491250153904488
2021-02-10,863022.1418356007,0.014203705371759634,0.8672329093561694,-0.13276709064383063,1.4203705371759634,-13.276709064383063
2021-02-11,863451.9640695795,0.0004980431128505103,0.8676648287339115,-0.1323351712660884,0.04980431128505103,-13.23351712660884
2021-02-12,882243.885855993,0.021763714217342578,0.8865484381029158,-0.11345156189708405,2.176371421734258,-11.345156189708405
2021-02-13,886403.5575939685,0.0047148773764973395,0.8907284052768963,-0.10927159472310366,0.47148773764973395,-10.927159472310366
2021-02-14,885108.1326497346,-0.0014614392430352119,0.8894266598305385,-0.11057334016946141,-0.1461439243035212,-11.057334016946141
2021-02-15,873107.1660589353,-0.013558757566572321,0.87736713937665,-0.12263286062334988,-1.3558757566572321,-12.263286062334988
2021-02-16,881223.4834966084,0.009295900610126528,0.8855230571028864,-0.11447694289711352,0.9295900610126528,-11.447694289711352
2021-02-17,891277.1514656137,0.011408760839093146,0.8956257778788759,-0.10437422212112413,1.1408760839093146,-10.437422212112413
2021-02-18,883843.6678582358,-0.00834026048480474,0.8881560255944602,-0.11184397440553984,-0.834026048480474,-11.184397440553983
2021-02-19,921885.329787513,0.04304116589018658,0.9263832964284401,-0.07361670357155992,4.304116589018658,-7.361670357155992
2021-02-20,878365.9420614296,-0.04720694246877133,0.882651573449912,-0.11734842655008804,-4.720694246877133,-11.734842655008803
2021-02-21,885627.8418436878,0.008267510651899013,0.8899489047353245,-0.11005109526467538,0.8267510651899013,-11.005109526467539
2021-02-22,887982.6792933985,0.002658946950909291,0.8923152316620355,-0.10768476833796425,0.2658946950909291,-10.768476833796425
2021-02-23,914315.937766671,0.029655148785364682,0.9187769726204204,-0.08122302737957954,2.9655148785364682,-8.122302737957954
2021-02-24,929238.529518508,0.01632104520488542,0.933772373123766,-0.06622762687623385,1.632104520488542,-6.622762687623385
2021-02-25,898336.2728599734,-0.03325546205509455,0.9027193414012531,-0.0972806585987469,-3.3255462055094553,-9.72806585987469
2021-02-26,907929.1183961324,0.010678457305991707,0.9123589913476994,-0.08764100865230062,1.0678457305991707,-8.764100865230063
2021-02-27,901598.6008152408,-0.00697247995754835,0.9059975865664385,-0.09400241343356153,-0.697247995754835,-9.400241343356154
