2025-11-03 19:33:52 | INFO     | Backtest.engine.runner | Running backtest longshort_2H_40_8d83d98437 -> output C:\Users\User\Desktop\1. Factor Automation V6.0\Backtest\results\longshort\longshort_2H_40_8d83d98437
2025-11-03 19:38:51 | INFO     | Backtest.strategies.base | Starting LongShortStrategy | rebalance=5 | max_positions=30 | cash_buffer=0.20
2025-11-03 19:38:51 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> BTC:0.027, ETH:0.027, BCH:0.027, XRP:0.027, LTC:0.027, TRX:0.027, ETC:0.027, LINK:0.027, XLM:0.027, ADA:0.027, XTZ:0.027, ATOM:0.027, BNB:0.027, IOTA:0.027, VET:0.027, NEO:0.027, QTUM:0.027, THETA:0.027, DOT:-0.027, CRV:-0.027, TRB:-0.027, SUSHI:-0.027, RUNE:-0.027, SOL:-0.027, UNI:-0.027, AVAX:-0.027, NEAR:-0.027, FIL:-0.027, AAVE:-0.027, RSR:-0.027
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> BTC:0.027, ETH:0.027, BCH:0.027, XRP:0.027, LTC:0.027, TRX:0.027, ETC:0.027, LINK:0.027, XLM:0.027, ADA:0.027, XTZ:0.027, ATOM:0.027, BNB:0.027, IOTA:0.027, VET:0.027, NEO:0.027, QTUM:0.027, THETA:0.027, DOT:-0.027, CRV:-0.027, TRB:-0.027, SUSHI:-0.027, RUNE:-0.027, SOL:-0.027, UNI:-0.027, AVAX:-0.027, NEAR:-0.027, FIL:-0.027, AAVE:-0.027, RSR:-0.027
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> XRP:0.095, FIL:0.060, AVAX:0.059, BNB:0.051, CHZ:0.034, BCH:0.020, SUSHI:0.019, VET:0.015, RUNE:0.014, ALGO:0.012, AXS:0.010, SOL:0.008, TRB:-0.007, SKL:-0.010, RSR:-0.010, SXP:-0.011, GRT:-0.012, THETA:-0.016, XTZ:-0.018, ADA:-0.021, ETH:-0.023, UNI:-0.024, TRX:-0.025, DOT:-0.025, BTC:-0.027, AAVE:-0.032, LINK:-0.033, ETC:-0.034, SAND:-0.034, DOGE:-0.041
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> XRP:0.115, FIL:0.073, BNB:0.066, VET:0.036, RUNE:0.019, SOL:0.019, CHZ:0.018, AXS:0.018, BCH:0.015, ADA:0.013, SUSHI:0.009, COMP:0.001, ZEN:-0.013, CRV:-0.013, XTZ:-0.014, QTUM:-0.016, NEO:-0.016, NEAR:-0.016, SAND:-0.019, ETH:-0.020, IOTA:-0.020, AAVE:-0.022, SXP:-0.022, DOT:-0.024, BTC:-0.026, TRB:-0.027, LINK:-0.027, DOGE:-0.031, ETC:-0.037, TRX:-0.039
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> XRP:0.095, BNB:0.062, FIL:0.057, ADA:0.038, AXS:0.034, VET:0.027, SUSHI:0.026, SOL:0.024, BCH:0.017, CHZ:0.017, THETA:0.003, RUNE:0.002, ALGO:-0.013, ZEN:-0.014, CRV:-0.016, DOT:-0.017, QTUM:-0.017, ETH:-0.018, GRT:-0.019, NEO:-0.020, BTC:-0.020, SXP:-0.020, AAVE:-0.020, IOTA:-0.021, AVAX:-0.021, XTZ:-0.025, LINK:-0.026, ETC:-0.032, TRX:-0.038, DOGE:-0.044
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> XRP:0.104, ADA:0.094, BNB:0.075, SOL:0.045, VET:0.037, LTC:0.024, THETA:0.012, RUNE:0.004, SUSHI:0.003, CHZ:0.003, RSR:0.000, UNI:0.000, CRV:-0.011, SXP:-0.014, BTC:-0.016, IOTA:-0.017, ALGO:-0.018, LINK:-0.019, SKL:-0.019, GRT:-0.020, COMP:-0.020, NEO:-0.020, QTUM:-0.021, XTZ:-0.022, ZEN:-0.023, XLM:-0.024, AVAX:-0.028, ETC:-0.031, TRX:-0.036, DOGE:-0.041
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> ADA:0.165, SOL:0.070, THETA:0.066, LTC:0.062, RSR:0.033, BNB:0.003, TRB:0.000, NEAR:0.000, SUSHI:0.000, VET:0.000, DOT:0.000, AXS:0.000, LINK:-0.017, SXP:-0.017, CRV:-0.017, XRP:-0.017, UNI:-0.018, BTC:-0.018, COMP:-0.018, QTUM:-0.019, ALGO:-0.019, ATOM:-0.020, GRT:-0.021, BCH:-0.021, FIL:-0.022, XLM:-0.024, ZEN:-0.025, ETC:-0.032, TRX:-0.036, DOGE:-0.039
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> DOT:0.144, LTC:0.122, ADA:0.051, AAVE:0.043, SOL:0.033, RSR:0.006, TRB:0.001, CHZ:0.000, BNB:0.000, ETH:0.000, SAND:0.000, AXS:0.000, AVAX:-0.015, THETA:-0.016, BTC:-0.016, SKL:-0.016, BCH:-0.017, CRV:-0.019, COMP:-0.021, XLM:-0.021, GRT:-0.022, RUNE:-0.022, UNI:-0.022, ZEN:-0.023, FIL:-0.024, XRP:-0.025, ETC:-0.025, ATOM:-0.028, TRX:-0.033, DOGE:-0.036
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> AAVE:0.167, DOT:0.144, LTC:0.088, SKL:0.001, ETH:0.000, LINK:0.000, RSR:0.000, IOTA:0.000, SAND:0.000, SOL:0.000, ZEN:0.000, CHZ:0.000, THETA:-0.011, BNB:-0.012, COMP:-0.012, SUSHI:-0.015, UNI:-0.016, SXP:-0.017, ETC:-0.019, FIL:-0.021, CRV:-0.022, ATOM:-0.022, AXS:-0.023, BTC:-0.023, GRT:-0.027, XLM:-0.028, RUNE:-0.028, TRX:-0.032, XRP:-0.032, DOGE:-0.040
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> DOT:0.064, SAND:0.059, AAVE:0.057, CHZ:0.037, SXP:0.034, SKL:0.029, ETH:0.023, TRB:0.021, LINK:0.019, ALGO:0.017, SOL:0.013, QTUM:0.012, COMP:-0.012, UNI:-0.013, THETA:-0.014, VET:-0.014, XTZ:-0.017, CRV:-0.018, AXS:-0.020, ETC:-0.021, ATOM:-0.021, ADA:-0.022, GRT:-0.022, FIL:-0.025, BTC:-0.025, RUNE:-0.026, DOGE:-0.030, XLM:-0.032, TRX:-0.040, XRP:-0.043
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> AAVE:0.081, SAND:0.046, TRB:0.042, SXP:0.038, ETH:0.036, LINK:0.033, SOL:0.024, SKL:0.020, CHZ:0.016, LTC:0.016, BNB:0.015, DOT:0.013, THETA:0.008, BCH:0.008, XTZ:-0.009, GRT:-0.010, QTUM:-0.010, RUNE:-0.011, ADA:-0.015, CRV:-0.015, ATOM:-0.021, AXS:-0.023, XRP:-0.028, ETC:-0.028, VET:-0.031, BTC:-0.031, FIL:-0.032, DOGE:-0.042, XLM:-0.043, TRX:-0.053
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> AAVE:0.050, SAND:0.048, THETA:0.037, TRB:0.034, LINK:0.033, SXP:0.032, NEAR:0.021, ETH:0.018, SKL:0.017, BNB:0.016, ALGO:0.015, AXS:0.014, CHZ:0.014, RSR:0.014, IOTA:0.012, QTUM:0.011, LTC:0.010, NEO:0.008, RUNE:-0.007, ADA:-0.008, UNI:-0.009, ETC:-0.011, SUSHI:-0.017, CRV:-0.020, XLM:-0.041, BTC:-0.043, XRP:-0.043, FIL:-0.047, DOGE:-0.055, TRX:-0.095
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> ATOM:0.054, AAVE:0.041, SAND:0.036, THETA:0.034, SXP:0.032, TRB:0.030, ETC:0.024, XTZ:0.022, IOTA:0.019, LINK:0.018, ETH:0.018, BNB:0.016, NEAR:0.015, AXS:0.014, ALGO:0.011, QTUM:0.010, COMP:0.009, RSR:0.007, SKL:-0.006, CRV:-0.012, UNI:-0.013, BCH:-0.021, XLM:-0.032, XRP:-0.033, AVAX:-0.034, BTC:-0.035, ZEN:-0.038, SUSHI:-0.042, DOGE:-0.062, TRX:-0.063
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> ATOM:0.037, SAND:0.035, IOTA:0.032, THETA:0.030, XTZ:0.029, BNB:0.026, ETC:0.025, VET:0.024, NEAR:0.021, AXS:0.019, LINK:0.018, RSR:0.017, CHZ:0.017, COMP:0.015, QTUM:0.015, FIL:0.015, SOL:0.014, ALGO:0.012, GRT:-0.000, ADA:-0.003, BCH:-0.008, XLM:-0.016, UNI:-0.025, ZEN:-0.036, CRV:-0.037, SUSHI:-0.043, XRP:-0.049, BTC:-0.052, TRX:-0.064, DOGE:-0.065
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> IOTA:0.039, ATOM:0.038, SAND:0.032, QTUM:0.031, XTZ:0.030, BNB:0.030, ETC:0.029, VET:0.024, FIL:0.021, CHZ:0.019, THETA:0.019, NEAR:0.016, RSR:0.013, NEO:0.012, AVAX:0.012, COMP:0.012, ALGO:0.011, LINK:0.011, SXP:-0.000, TRX:-0.000, ADA:-0.018, BTC:-0.021, XLM:-0.025, UNI:-0.027, SUSHI:-0.027, ZEN:-0.030, GRT:-0.031, CRV:-0.043, DOGE:-0.089, XRP:-0.090
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> ATOM:0.041, IOTA:0.040, QTUM:0.037, BNB:0.037, XTZ:0.029, ETC:0.028, SAND:0.027, VET:0.023, FIL:0.021, ADA:0.020, CHZ:0.018, NEAR:0.014, ALGO:0.014, AVAX:0.013, COMP:0.011, BCH:0.011, SKL:0.010, SXP:0.010, DOT:-0.010, AAVE:-0.013, SUSHI:-0.016, ETH:-0.019, TRB:-0.022, GRT:-0.030, XLM:-0.031, CRV:-0.031, ZEN:-0.032, UNI:-0.041, DOGE:-0.064, XRP:-0.090
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> IOTA:0.073, AVAX:0.066, QTUM:0.061, ADA:0.047, BNB:0.044, ETC:0.033, SOL:0.018, LTC:0.013, ALGO:0.012, NEAR:0.010, XTZ:0.010, SXP:0.009, SAND:-0.011, ETH:-0.013, COMP:-0.014, NEO:-0.015, GRT:-0.017, THETA:-0.017, DOT:-0.017, CHZ:-0.018, SUSHI:-0.018, AAVE:-0.019, XLM:-0.019, RSR:-0.020, CRV:-0.022, TRX:-0.027, UNI:-0.028, ZEN:-0.033, DOGE:-0.035, XRP:-0.065
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> QTUM:0.074, AVAX:0.067, ADA:0.062, ETC:0.035, XLM:0.031, SOL:0.026, XTZ:0.025, NEAR:0.021, RUNE:0.017, SAND:0.014, BNB:0.012, SXP:0.009, NEO:-0.008, GRT:-0.008, COMP:-0.011, AAVE:-0.012, LINK:-0.013, TRB:-0.013, SUSHI:-0.013, ZEN:-0.014, UNI:-0.014, CRV:-0.018, FIL:-0.023, RSR:-0.024, DOGE:-0.024, THETA:-0.028, CHZ:-0.034, LTC:-0.040, IOTA:-0.043, XRP:-0.067
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> AVAX:0.078, SOL:0.036, XLM:0.032, XTZ:0.028, RUNE:0.027, QTUM:0.027, ETC:0.025, NEAR:0.022, ADA:0.022, SAND:0.022, GRT:0.021, SXP:0.020, SKL:0.012, AXS:0.010, ATOM:0.009, BNB:0.008, THETA:0.007, TRX:-0.007, SUSHI:-0.010, CRV:-0.013, ZEN:-0.016, AAVE:-0.017, FIL:-0.026, CHZ:-0.027, COMP:-0.028, VET:-0.028, RSR:-0.035, IOTA:-0.036, LTC:-0.060, XRP:-0.091
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> AVAX:0.056, BTC:0.039, SKL:0.034, AXS:0.034, TRX:0.024, FIL:0.023, GRT:0.023, SOL:0.022, NEAR:0.021, XLM:0.019, XTZ:0.017, ADA:0.017, DOT:0.016, IOTA:0.016, RUNE:0.014, SAND:0.010, SXP:0.009, ETC:0.007, THETA:-0.000, QTUM:-0.000, ZEN:-0.000, CRV:-0.003, BNB:-0.006, BCH:-0.010, LTC:-0.034, AAVE:-0.037, CHZ:-0.043, RSR:-0.046, VET:-0.069, XRP:-0.152
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> FIL:0.081, BTC:0.045, AXS:0.040, SKL:0.036, THETA:0.030, GRT:0.026, AVAX:0.026, IOTA:0.021, ALGO:0.020, NEAR:0.019, ZEN:0.019, TRX:0.016, DOT:0.013, COMP:0.008, UNI:-0.007, ETC:-0.009, ETH:-0.010, SAND:-0.010, LTC:-0.011, BNB:-0.014, VET:-0.015, ATOM:-0.021, TRB:-0.028, RSR:-0.029, AAVE:-0.030, QTUM:-0.030, CHZ:-0.031, BCH:-0.036, XLM:-0.050, XRP:-0.072
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> FIL:0.077, AXS:0.042, BTC:0.041, ZEN:0.039, SKL:0.037, IOTA:0.028, NEO:0.026, TRX:0.023, THETA:0.019, ALGO:0.017, GRT:0.014, DOT:0.014, BNB:0.010, SUSHI:0.008, BCH:-0.009, NEAR:-0.009, QTUM:-0.009, ETC:-0.010, ETH:-0.011, CHZ:-0.016, SAND:-0.017, CRV:-0.018, SXP:-0.020, RSR:-0.025, ADA:-0.027, DOGE:-0.034, XRP:-0.044, AAVE:-0.047, ATOM:-0.051, XLM:-0.056
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> FIL:0.074, ZEN:0.044, AVAX:0.044, TRX:0.041, SKL:0.040, NEO:0.034, AXS:0.032, RSR:0.025, THETA:0.018, ETC:0.015, ALGO:0.013, BNB:0.011, IOTA:0.008, QTUM:-0.009, ADA:-0.011, ETH:-0.011, BCH:-0.013, CRV:-0.014, SXP:-0.014, CHZ:-0.015, DOT:-0.015, TRB:-0.016, GRT:-0.022, COMP:-0.025, SAND:-0.032, DOGE:-0.036, ATOM:-0.036, XRP:-0.040, XLM:-0.041, AAVE:-0.050
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> FIL:0.065, QTUM:0.057, AVAX:0.042, NEO:0.040, ZEN:0.038, BNB:0.033, TRX:0.026, RSR:0.023, ETC:0.019, TRB:0.016, VET:0.015, CHZ:0.013, SKL:0.009, DOT:-0.008, BCH:-0.009, XLM:-0.009, NEAR:-0.009, SOL:-0.012, THETA:-0.013, CRV:-0.020, XRP:-0.020, SXP:-0.027, GRT:-0.027, AAVE:-0.027, DOGE:-0.033, ATOM:-0.035, ETH:-0.036, BTC:-0.037, SAND:-0.038, COMP:-0.044
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> QTUM:0.038, FIL:0.037, RSR:0.032, BNB:0.030, AVAX:0.029, NEO:0.027, TRB:0.026, CHZ:0.025, TRX:0.023, ZEN:0.023, ETC:0.022, BCH:0.016, UNI:0.015, XLM:0.014, VET:0.014, LINK:0.011, ADA:0.010, IOTA:0.010, SOL:-0.001, ALGO:-0.010, THETA:-0.010, XRP:-0.011, AAVE:-0.022, RUNE:-0.029, COMP:-0.038, ETH:-0.040, ATOM:-0.057, SAND:-0.058, BTC:-0.060, DOGE:-0.064
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> QTUM:0.041, AVAX:0.034, BNB:0.031, TRB:0.029, RSR:0.029, NEO:0.027, FIL:0.024, CHZ:0.024, ETC:0.022, TRX:0.019, ADA:0.018, XLM:0.016, UNI:0.016, VET:0.016, SXP:0.015, IOTA:0.014, BCH:0.014, GRT:0.011, ALGO:-0.000, ZEN:-0.000, XRP:-0.006, THETA:-0.014, AAVE:-0.018, ETH:-0.025, COMP:-0.029, BTC:-0.032, RUNE:-0.046, SAND:-0.057, ATOM:-0.058, DOGE:-0.114
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> QTUM:0.050, TRB:0.032, CHZ:0.031, SKL:0.027, NEO:0.025, RSR:0.024, IOTA:0.023, BNB:0.022, XLM:0.021, GRT:0.020, AVAX:0.019, SXP:0.017, ADA:0.017, BCH:0.016, VET:0.016, FIL:0.014, CRV:0.014, TRX:0.013, COMP:-0.004, SUSHI:-0.005, SOL:-0.005, SAND:-0.011, ETH:-0.014, NEAR:-0.022, AXS:-0.038, ATOM:-0.039, THETA:-0.046, RUNE:-0.047, AAVE:-0.067, DOGE:-0.101
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> GRT:0.050, SKL:0.047, TRB:0.044, RSR:0.039, VET:0.031, SXP:0.025, TRX:0.025, IOTA:0.024, QTUM:0.018, NEO:0.018, CHZ:0.017, FIL:0.017, ADA:0.016, ALGO:0.014, LTC:0.014, COMP:-0.011, LINK:-0.013, ETH:-0.015, SAND:-0.016, XLM:-0.018, ZEN:-0.020, XRP:-0.020, ATOM:-0.021, UNI:-0.023, AXS:-0.028, THETA:-0.036, RUNE:-0.039, NEAR:-0.041, AAVE:-0.045, DOGE:-0.054
2025-11-03 19:38:52 | INFO     | Backtest.strategies.base | LongShortStrategy | target weights -> GRT:0.103, SKL:0.089, IOTA:0.051, ALGO:0.044, VET:0.041, TRX:0.030, LTC:0.015, CRV:0.014, SUSHI:0.004, XTZ:0.004, NEO:0.003, DOT:0.001, AXS:-0.014, NEAR:-0.014, AVAX:-0.016, RSR:-0.016, ZEN:-0.017, TRB:-0.018, ATOM:-0.018, XLM:-0.018, DOGE:-0.021, ETH:-0.021, ADA:-0.022, LINK:-0.023, SOL:-0.023, FIL:-0.024, SXP:-0.025, THETA:-0.036, RUNE:-0.036, AAVE:-0.039
