datetime,symbol,status,size,price,value,commission
2021-01-01T01:00:00,1INCH,Completed,94368,1.32596265,125128.4433552,62.564221677599996
2021-01-01T01:00:00,AAVE,Completed,1415,88.35815699999999,125026.79215499999,62.5133960775
2021-01-01T01:00:00,ADA,Completed,691371,0.18083037,125020.87373727,62.510436868635
2021-01-01T01:00:00,ALGO,Completed,361271,0.34627305,125098.41104655001,62.549205523275006
2021-01-01T01:00:00,ZEC,Completed,-1930,64.697635,-124866.43555000001,62.433217775
2021-01-01T01:00:00,ZEN,Completed,-10577,11.81409,-124957.62993,62.478814965
2021-01-01T01:00:00,ZIL,Completed,-1447596,0.086286835,-124908.47719866001,62.454238599330004
2021-01-01T01:00:00,ZRX,Completed,-349650,0.3574212,-124972.32258,62.486161290000005
2021-01-04T01:00:00,1INCH,Completed,-94368,1.1629182500000002,125128.4433552,54.87113470800001
2021-01-04T01:00:00,AAVE,Completed,-47,102.03395750000001,4152.833379,2.39779800125
2021-01-04T01:00:00,ADA,Completed,-691371,0.215802045,125020.87373727,74.5996378268475
2021-01-04T01:00:00,ALGO,Completed,-361271,0.4439779,125098.41104655001,80.19816995545
2021-01-04T01:00:00,BTC,Completed,-4,32890.936305,-131563.74522,65.78187261000001
2021-01-04T01:00:00,CRV,Completed,169325,0.702351,118925.58307499999,59.4627915375
2021-01-04T01:00:00,DOGE,Completed,-15850448,0.010234880000000003,-162227.43322624004,81.11371661312002
2021-01-04T01:00:00,GRT,Completed,-432777,0.30954515,-133964.02138155,66.982010690775
2021-01-04T01:00:00,SOL,Completed,64555,2.2146067499999997,142963.93874624997,71.481969373125
2021-01-04T01:00:00,THETA,Completed,-42325,2.1783102999999997,-92196.98344749998,46.098491723749994
2021-01-04T01:00:00,TRX,Completed,4014721,0.032005994999999995,128495.14025239498,64.24757012619749
2021-01-04T01:00:00,ZEC,Completed,1930,60.83039999999999,-124866.43555000001,58.70133599999999
2021-01-04T01:00:00,ZEN,Completed,10577,13.604999999999999,-124957.62993,71.9500425
2021-01-04T01:00:00,ZIL,Completed,1447596,0.070705335,-124908.47719866001,51.17638006233
2021-01-04T01:00:00,ZRX,Completed,349650,0.40090034999999996,-124972.32258,70.08740368875
2021-01-07T01:00:00,AAVE,Completed,-1368,115.4572425,120873.95877599998,78.97275387
2021-01-07T01:00:00,ADA,Completed,280653,0.34606294499999996,97123.60370308498,48.5618018515425
2021-01-07T01:00:00,BTC,Completed,4,37243.732560000004,-131563.74522,74.48746512000001
2021-01-07T01:00:00,CRV,Completed,-169325,0.7586205,118925.58307499999,64.22670808125001
2021-01-07T01:00:00,DOGE,Completed,15850448,0.010443218999999998,-162227.43322624004,82.76484985605599
2021-01-07T01:00:00,EGLD,Completed,-2192,38.349815500000005,-84062.79557600002,42.03139778800001
2021-01-07T01:00:00,GRT,Completed,432777,0.36476229,-133964.02138155,78.93036478966499
2021-01-07T01:00:00,KNC,Completed,-61227,1.214122635,-74337.086573145,37.16854328657251
2021-01-07T01:00:00,LRC,Completed,-705891,0.41294342500000003,-291493.047216675,145.7465236083375
2021-01-07T01:00:00,NEAR,Completed,-44791,1.5057467500000001,-67443.90267925001,33.72195133962501
2021-01-07T01:00:00,QTUM,Completed,17929,3.1095539999999997,55751.19366599999,27.875596833
2021-01-07T01:00:00,SOL,Completed,-118,2.18580655,261.32359649999995,0.12896258645000003
2021-01-07T01:00:00,THETA,Completed,42325,2.1285637499999996,-92196.98344749998,45.04573035937499
2021-01-07T01:00:00,TRX,Completed,-4014721,0.030524730000000003,128495.14025239498,61.27413727516501
2021-01-07T01:00:00,XLM,Completed,563291,0.39835908,224392.08453228,112.19604226614
2021-01-10T01:00:00,ADA,Completed,-280653,0.33215384000000003,97123.60370308498,46.60998582876001
2021-01-10T01:00:00,DASH,Completed,923,117.00847499999999,107998.82242499999,53.9994112125
2021-01-10T01:00:00,EGLD,Completed,2192,37.774878,-84062.79557600002,41.401266288
2021-01-10T01:00:00,ETC,Completed,14745,8.576285999999998,126457.33706999997,63.22866853499999
2021-01-10T01:00:00,IOST,Completed,13870103,0.012914454,179124.807168762,89.562403584381
2021-01-10T01:00:00,KNC,Completed,61227,1.23017478,-74337.086573145,37.65995562753
2021-01-10T01:00:00,LRC,Completed,394635,0.39212596499999997,-162961.92852487502,77.37331509888749
2021-01-10T01:00:00,NEAR,Completed,44791,1.8075032999999998,-67443.90267925001,40.47994015515
2021-01-10T01:00:00,QTUM,Completed,-17929,3.442278,55751.19366599999,30.858301131000005
2021-01-10T01:00:00,SOL,Completed,-105708,3.40119855,2331.749792699993,179.7669481617
2021-01-10T01:00:00,STORJ,Completed,271558,0.44812395,121691.6436141,60.84582180705
2021-01-10T01:00:00,SUSHI,Completed,-35473,4.7964006,-170142.7184838,85.0713592419
2021-01-10T01:00:00,VET,Completed,-3500695,0.029302341500000002,-102578.56037734251,51.289280188671256
2021-01-10T01:00:00,XLM,Completed,-563291,0.31623180500000003,224392.08453228,89.06526483512752
2021-01-13T01:00:00,DASH,Completed,-923,120.51971,107998.82242499999,55.619846165000006
2021-01-13T01:00:00,ETC,Completed,-14745,6.869563500000001,126457.33706999997,50.64585690375001
2021-01-13T01:00:00,IOST,Completed,-13870103,0.0097921015,179124.807168762,67.90872819572726
2021-01-13T01:00:00,LRC,Completed,311256,0.310825335,-128531.11869180002,48.37312523538
2021-01-13T01:00:00,RSR,Completed,-4667668,0.033911,-158285.28954799997,79.14264477399999
2021-01-13T01:00:00,SOL,Completed,41271,3.45902865,-140370.86535705,71.378785707075
