date,equity,daily_return,cumulative,drawdown,daily_return_pct,drawdown_pct
2021-01-01,1022795.7647618636,,,0.0,,0.0
2021-01-02,1020975.1748018638,-0.0017800131978681355,0.9982199868021319,-0.0017800131978681355,-0.17800131978681355,-0.17800131978681355
2021-01-03,1039684.3159718638,0.01832477579450531,1.016512144253875,0.0,1.832477579450531,0.0
2021-01-04,1102983.628551027,0.06088320426377991,1.0784006607690966,0.0,6.088320426377991,0.0
2021-01-05,1049392.032989027,-0.04858784316898934,1.0260034985903133,-0.04858784316898934,-4.858784316898934,-4.858784316898934
2021-01-06,1008479.0106250272,-0.03898735751544202,0.9860023333786784,-0.08568088907189775,-3.8987357515442023,-8.568088907189775
2021-01-07,1023045.9815593588,0.014444495900121312,1.0002446400406768,-0.0724740104226943,1.4444495900121312,-7.247401042269431
2021-01-08,1068990.849719359,0.04490987598618945,1.0451655027807543,-0.030818933256809733,4.490987598618945,-3.0818933256809733
2021-01-09,1072625.100079359,0.003399702028276552,1.0487187540604426,-0.027524006418435776,0.3399702028276552,-2.7524006418435776
2021-01-10,1082958.8176509838,0.009634044150990118,1.0588221568390321,-0.01815512976049294,0.9634044150990118,-1.8155129760492938
2021-01-11,1079825.981313984,-0.002892849003986342,1.0557591442172216,-0.0209954587154344,-0.2892849003986342,-2.09954587154344
2021-01-12,1041482.323958984,-0.035509107966027575,1.0182700787790915,-0.05575903667113935,-3.5509107966027575,-5.575903667113935
2021-01-13,1018543.6925418478,-0.022024983899812778,0.9958426966883209,-0.07655592868600114,-2.202498389981278,-7.655592868600114
2021-01-14,1013006.3796538478,-0.005436500101612007,0.9904287977665853,-0.08157623247353274,-0.5436500101612007,-8.157623247353275
2021-01-15,1024833.2796898478,0.011675049904464885,1.0019921034073294,-0.07085358915421447,1.1675049904464885,-7.0853589154214465
2021-01-16,876325.5078939887,-0.14490920107590866,0.8567942282182041,-0.20549545323242524,-14.490920107590865,-20.549545323242523
2021-01-17,928980.9834939886,0.06008666314705713,0.908276134395494,-0.15775632616199664,6.008666314705713,-15.775632616199664
2021-01-18,927337.3208939886,-0.0017693178108103558,0.9066691052537741,-0.1592465228951606,-0.17693178108103558,-15.924652289516061
2021-01-19,910176.4304360125,-0.01850555355782768,0.8898906915672726,-0.17480513139465403,-1.850555355782768,-17.480513139465405
2021-01-20,923171.5257360128,0.014277556378575085,0.9025961560868936,-0.1630233651348304,1.4277556378575085,-16.30233651348304
2021-01-21,927593.4124360124,0.004789886361014073,0.906919489104438,-0.15901434216700217,0.4789886361014073,-15.901434216700217
2021-01-22,874505.9686355018,-0.05723137216023799,0.855015242304129,-0.20714510533186503,-5.723137216023799,-20.714510533186502
2021-01-23,868144.7001905018,-0.007274128105638433,0.8487957518993352,-0.21291243340486354,-0.7274128105638433,-21.291243340486353
2021-01-24,820638.5172255017,-0.05472150317173563,0.80234837246962,-0.255983048176733,-5.472150317173563,-25.598304817673302
2021-01-25,804210.1487433135,-0.020019007318509585,0.7862861545291564,-0.2708775289803782,-2.0019007318509585,-27.08775289803782
2021-01-26,802685.3025433135,-0.0018960792802513726,0.7847952936432051,-0.27226000299044417,-0.18960792802513726,-27.22600029904442
2021-01-27,789442.1565233135,-0.01649855301702796,0.7718473068835187,-0.28426665991371813,-1.6498553017027962,-28.426665991371813
2021-01-28,805859.7827567125,0.020796490404948687,0.7878990219952072,-0.26938191837411185,2.0796490404948687,-26.938191837411186
2021-01-29,782153.7317667125,-0.029417091530372086,0.7647213243484836,-0.2908745773550455,-2.9417091530372086,-29.08745773550455
2021-01-30,793878.9561767125,0.014990946068256017,0.776185220479037,-0.28024411638854574,1.4990946068256017,-28.024411638854573
2021-01-31,777684.1088948059,-0.02039964298827157,0.7603513190884919,-0.2949268794529274,-2.039964298827157,-29.49268794529274
